Target,RA,DEC,Sp. Type,T_eff [K],B [mag],V [mag],G [mag],Dist [pc],Explore data (GLS),Data products (dat),Data products (csv),RA_deg,DEC_deg
CD-332771,06:10:16.4805,-33:21:20.892,K5III+K5V,3998.8,11.34,9.86,9.239,1193.17,GLS of RVs | Inspect data,CD-332771_HARPS_RVBank_ver02.dat,CD-332771_HARPS_RVBank_ver02.csv,92.56866874999999,-33.355803333333334
CD-337795B,11:31:55.2500,-34:36:25.200,M8.5/9e,3946.6,,20.4,,,GLS of RVs | Inspect data,CD-337795B_HARPS_RVBank_ver02.dat,CD-337795B_HARPS_RVBank_ver02.csv,172.98020833333334,-34.607
CD-337795,11:31:55.2608,-34:36:27.203,M2Ve,3946.6,12.97,11.524,10.439,49.67,GLS of RVs | Inspect data,CD-337795_HARPS_RVBank_ver02.dat,CD-337795_HARPS_RVBank_ver02.csv,172.98025333333334,-34.60755638888889
CD-3415399,22:05:26.0416,-34:08:34.325,,6033.0,11.44,10.88,10.715,289.53,GLS of RVs | Inspect data,CD-3415399_HARPS_RVBank_ver02.dat,CD-3415399_HARPS_RVBank_ver02.csv,331.3585066666666,-34.14286805555555
CD-341735,04:31:56.2364,-34:27:19.010,,5925.4,10.986,10.402,10.296,156.77,GLS of RVs | Inspect data,CD-341735_HARPS_RVBank_ver02.dat,CD-341735_HARPS_RVBank_ver02.csv,67.98431833333332,-34.45528055555556
CD-34677,01:43:52.3560,-34:08:58.412,,3883.6,11.41,9.75,8.915,1702.42,GLS of RVs | Inspect data,CD-34677_HARPS_RVBank_ver02.dat,CD-34677_HARPS_RVBank_ver02.csv,25.968149999999998,-34.14955888888889
CD-348236,12:31:58.7013,-35:33:17.691,K1,5300.0,10.56,9.74,9.562,60.31,GLS of RVs | Inspect data,CD-348236_HARPS_RVBank_ver02.dat,CD-348236_HARPS_RVBank_ver02.csv,187.99458875,-35.55491416666666
CD-348618,13:04:10.5339,-35:32:58.322,,7074.9,10.93,10.52,10.579,412.57,GLS of RVs | Inspect data,CD-348618_HARPS_RVBank_ver02.dat,CD-348618_HARPS_RVBank_ver02.csv,196.04389124999997,-35.54953388888889
CD-3515858,23:36:40.32,-34:36:40.4,,5623.0,,,,,GLS of RVs | Inspect data,CD-3515858_HARPS_RVBank_ver02.dat,CD-3515858_HARPS_RVBank_ver02.csv,354.16799999999995,-34.611222222222224
CD-35983,02:50:56.7883,-34:49:25.235,F8,5953.6,10.687,10.166,10.065,212.59,GLS of RVs | Inspect data,CD-35983_HARPS_RVBank_ver02.dat,CD-35983_HARPS_RVBank_ver02.csv,42.73661791666667,-34.82367638888889
CD-361818,04:38:48.9765,-36:40:53.159,K0,5476.0,10.77,10.0,9.834,93.76,GLS of RVs | Inspect data,CD-361818_HARPS_RVBank_ver02.dat,CD-361818_HARPS_RVBank_ver02.csv,69.70406874999999,-36.68143305555555
CD-371123,03:00:46.8644,-37:08:01.755,G9V,5434.4,11.25,10.46,10.323,97.86,GLS of RVs | Inspect data,CD-371123_HARPS_RVBank_ver02.dat,CD-371123_HARPS_RVBank_ver02.csv,45.195268333333324,-37.13382083333333
CD-381059,03:12:27.3491,-38:06:05.167,G5,5723.0,10.57,9.88,9.76,131.04,GLS of RVs | Inspect data,CD-381059_HARPS_RVBank_ver02.dat,CD-381059_HARPS_RVBank_ver02.csv,48.11395458333333,-38.10143527777778
CD-381467,04:11:51.9468,-37:56:23.219,,5530.2,11.64,10.94,10.75,124.18,GLS of RVs | Inspect data,CD-381467_HARPS_RVBank_ver02.dat,CD-381467_HARPS_RVBank_ver02.csv,62.96644499999999,-37.93978305555555
CD-383745,07:51:56.0037,-38:36:50.472,,4944.0,11.814,10.853,10.561,1483.26,GLS of RVs | Inspect data,CD-383745_HARPS_RVBank_ver02.dat,CD-383745_HARPS_RVBank_ver02.csv,117.98334874999999,-38.614020000000004
CD-383754,07:52:17.8470,-38:33:24.913,G8II,4547.5,11.988,10.811,10.413,1486.26,GLS of RVs | Inspect data,CD-383754_HARPS_RVBank_ver02.dat,CD-383754_HARPS_RVBank_ver02.csv,118.07436249999999,-38.55692027777778
CD-386968,11:09:40.0907,-39:06:47.281,G3,5824.1,10.52,9.93,9.748,119.17,GLS of RVs | Inspect data,CD-386968_HARPS_RVBank_ver02.dat,CD-386968_HARPS_RVBank_ver02.csv,167.4170445833333,-39.11313361111111
CD-394725,08:44:11.8033,-39:32:29.250,,7172.3,10.22,9.96,9.929,,GLS of RVs | Inspect data,CD-394725_HARPS_RVBank_ver02.dat,CD-394725_HARPS_RVBank_ver02.csv,131.04918041666664,-39.54145833333333
CD-395833,09:47:19.8552,-40:03:09.845,K0V,5351.8,11.57,10.89,10.522,104.07,GLS of RVs | Inspect data,CD-395833_HARPS_RVBank_ver02.dat,CD-395833_HARPS_RVBank_ver02.csv,146.83272999999997,-40.05273472222222
CD-397570,12:19:21.0336,-39:51:25.585,K0V,5335.7,11.1,10.32,10.08,85.5,GLS of RVs | Inspect data,CD-397570_HARPS_RVBank_ver02.dat,CD-397570_HARPS_RVBank_ver02.csv,184.83763999999996,-39.857106944444446
CD-397945,12:57:52.4466,-39:45:27.707,,5389.0,10.85,10.28,10.004,95.55,GLS of RVs | Inspect data,CD-397945_HARPS_RVBank_ver02.dat,CD-397945_HARPS_RVBank_ver02.csv,194.46852749999996,-39.75769638888889
CD-408434,14:08:10.1545,-41:23:52.573,K7IVe,5143.5,13.42,12.18,11.606,102.01,GLS of RVs | Inspect data,CD-408434_HARPS_RVBank_ver02.dat,CD-408434_HARPS_RVBank_ver02.csv,212.04231041666665,-41.397936944444446
CD-4113726,19:51:44.1832,-41:02:47.892,G5,,11.43,10.8,10.636,106.14,GLS of RVs | Inspect data,CD-4113726_HARPS_RVBank_ver02.dat,CD-4113726_HARPS_RVBank_ver02.csv,297.9340966666666,-41.046636666666664
CD-415929,10:31:28.0914,-42:14:24.722,K2,5708.0,11.55,10.97,10.738,182.8,GLS of RVs | Inspect data,CD-415929_HARPS_RVBank_ver02.dat,CD-415929_HARPS_RVBank_ver02.csv,157.8670475,-42.24020055555555
CD-4215773,22:07:28.1351,-41:48:55.688,,6259.6,10.9,10.39,10.331,183.6,GLS of RVs | Inspect data,CD-4215773_HARPS_RVBank_ver02.dat,CD-4215773_HARPS_RVBank_ver02.csv,331.8672295833333,-41.81546888888889
CD-426963,11:25:16.1744,-43:14:24.079,,4812.0,11.93,10.78,10.485,1030.61,GLS of RVs | Inspect data,CD-426963_HARPS_RVBank_ver02.dat,CD-426963_HARPS_RVBank_ver02.csv,171.3173933333333,-43.24002194444444
CD-426976,11:25:38.6652,-43:13:58.792,G0V,5061.8,11.56,10.69,10.372,999.5,GLS of RVs | Inspect data,CD-426976_HARPS_RVBank_ver02.dat,CD-426976_HARPS_RVBank_ver02.csv,171.41110499999996,-43.23299777777778
CD-426977,11:25:38.0643,-43:16:06.379,,4841.8,12.1,10.8,10.623,1039.18,GLS of RVs | Inspect data,CD-426977_HARPS_RVBank_ver02.dat,CD-426977_HARPS_RVBank_ver02.csv,171.40860124999998,-43.26843861111111
CD-431395,04:21:48.6874,-43:17:32.606,G7V,,10.809,10.178,10.425,,GLS of RVs | Inspect data,CD-431395_HARPS_RVBank_ver02.dat,CD-431395_HARPS_RVBank_ver02.csv,65.45286416666666,-43.292390555555556
CD-431451,04:30:27.3156,-42:48:46.144,G9V(e),5278.3,11.72,10.83,10.659,,GLS of RVs | Inspect data,CD-431451_HARPS_RVBank_ver02.dat,CD-431451_HARPS_RVBank_ver02.csv,67.61381499999999,-42.812817777777774
CD-438016,13:02:33.9030,-43:57:36.083,,5854.0,11.27,10.59,10.491,455.52,GLS of RVs | Inspect data,CD-438016_HARPS_RVBank_ver02.dat,CD-438016_HARPS_RVBank_ver02.csv,195.64126249999998,-43.96002305555556
CD-4414956,22:33:35.8684,-43:26:11.916,G8V,5298.5,12.07,11.2,11.322,163.53,GLS of RVs | Inspect data,CD-4414956_HARPS_RVBank_ver02.dat,CD-4414956_HARPS_RVBank_ver02.csv,338.39945166666666,-43.43664333333333
CD-4414956b,22:33:35.8684,-43:26:11.916,,5298.5,,,,,GLS of RVs | Inspect data,CD-4414956b_HARPS_RVBank_ver02.dat,CD-4414956b_HARPS_RVBank_ver02.csv,338.39945166666666,-43.43664333333333
CD-44327,01:10:01.5839,-44:16:08.486,,5416.8,11.97,11.04,10.9,408.43,GLS of RVs | Inspect data,CD-44327_HARPS_RVBank_ver02.dat,CD-44327_HARPS_RVBank_ver02.csv,17.50659958333333,-44.26902388888889
CD-445997,09:54:58.6863,-45:17:26.185,F2,6754.3,10.25,9.82,9.758,442.2,GLS of RVs | Inspect data,CD-445997_HARPS_RVBank_ver02.dat,CD-445997_HARPS_RVBank_ver02.csv,148.74452624999998,-45.29060694444444
CD-452093,05:38:32.4191,-45:47:47.789,,3289.7,10.82,9.33,7.113,818.4,GLS of RVs | Inspect data,CD-452093_HARPS_RVBank_ver02.dat,CD-452093_HARPS_RVBank_ver02.csv,84.63507958333331,-45.79660805555555
CD-452997,07:11:29.0425,-46:11:55.612,,5345.0,11.46,10.74,10.516,105.57,GLS of RVs | Inspect data,CD-452997_HARPS_RVBank_ver02.dat,CD-452997_HARPS_RVBank_ver02.csv,107.87101041666666,-46.19878111111111
CD-461064,03:30:49.1011,-45:55:57.363,K3V,4700.9,10.67,9.622,9.381,43.84,GLS of RVs | Inspect data,CD-461064_HARPS_RVBank_ver02.dat,CD-461064_HARPS_RVBank_ver02.csv,52.70458791666666,-45.93260083333333
CD-461323,04:10:27.8559,-45:53:53.574,F5,6582.2,11.48,10.96,10.899,382.51,GLS of RVs | Inspect data,CD-461323_HARPS_RVBank_ver02.dat,CD-461323_HARPS_RVBank_ver02.csv,62.61606625,-45.898215
CD-461408,04:25:31.7080,-46:13:07.727,,5906.3,11.504,10.896,10.8,581.79,GLS of RVs | Inspect data,CD-461408_HARPS_RVBank_ver02.dat,CD-461408_HARPS_RVBank_ver02.csv,66.38211666666668,-46.21881305555556
CD-471026,03:21:22.6279,-46:53:20.921,G0,6077.2,10.84,10.33,10.193,139.37,GLS of RVs | Inspect data,CD-471026_HARPS_RVBank_ver02.dat,CD-471026_HARPS_RVBank_ver02.csv,50.34428291666666,-46.88914472222222
CD-487349,12:20:18.7956,-48:56:42.889,,4842.2,12.06,11.04,10.866,89.18,GLS of RVs | Inspect data,CD-487349_HARPS_RVBank_ver02.dat,CD-487349_HARPS_RVBank_ver02.csv,185.078315,-48.94524694444444
CD-4911399,17:24:33.4011,-49:54:56.091,,4479.7,11.79,10.44,10.013,928.9,GLS of RVs | Inspect data,CD-4911399_HARPS_RVBank_ver02.dat,CD-4911399_HARPS_RVBank_ver02.csv,261.13917124999995,-49.91558083333333
CD-4911401,17:24:41.5351,-49:59:06.472,,4726.6,11.401,10.363,10.035,879.94,GLS of RVs | Inspect data,CD-4911401_HARPS_RVBank_ver02.dat,CD-4911401_HARPS_RVBank_ver02.csv,261.17306291666665,-49.98513111111111
CD-4911402,17:24:46.7176,-49:54:06.987,,4777.4,12.027,10.894,10.576,889.73,GLS of RVs | Inspect data,CD-4911402_HARPS_RVBank_ver02.dat,CD-4911402_HARPS_RVBank_ver02.csv,261.1946566666666,-49.901940833333335
CD-4911404,17:24:50.0710,-49:56:56.079,,4619.2,11.5,10.7,10.535,852.03,GLS of RVs | Inspect data,CD-4911404_HARPS_RVBank_ver02.dat,CD-4911404_HARPS_RVBank_ver02.csv,261.20862916666664,-49.94891083333333
CD-4911405,17:24:48.3780,-49:45:44.925,,4685.5,11.74,10.72,10.307,814.93,GLS of RVs | Inspect data,CD-4911405_HARPS_RVBank_ver02.dat,CD-4911405_HARPS_RVBank_ver02.csv,261.20157499999993,-49.762479166666665
CD-4911410,17:24:57.7608,-50:01:32.964,,4759.3,11.89,10.78,10.375,761.09,GLS of RVs | Inspect data,CD-4911410_HARPS_RVBank_ver02.dat,CD-4911410_HARPS_RVBank_ver02.csv,261.2406699999999,-50.025823333333335
CD-4911413,17:25:04.2659,-49:58:24.720,G5,4853.4,10.0,10.19,9.916,902.25,GLS of RVs | Inspect data,CD-4911413_HARPS_RVBank_ver02.dat,CD-4911413_HARPS_RVBank_ver02.csv,261.26777458333333,-49.973533333333336
CD-4911415,17:24:54.1498,-49:53:07.518,,4492.2,11.76,10.44,9.96,849.43,GLS of RVs | Inspect data,CD-4911415_HARPS_RVBank_ver02.dat,CD-4911415_HARPS_RVBank_ver02.csv,261.22562416666665,-49.885421666666666
CD-50524,01:52:25.5552,-49:32:03.183,,6114.0,9.8,9.22,9.146,116.16,GLS of RVs | Inspect data,CD-50524_HARPS_RVBank_ver02.dat,CD-50524_HARPS_RVBank_ver02.csv,28.106479999999998,-49.5342175
CD-50714,02:27:06.0975,-50:17:04.310,,5990.1,10.74,10.14,10.032,157.94,GLS of RVs | Inspect data,CD-50714_HARPS_RVBank_ver02.dat,CD-50714_HARPS_RVBank_ver02.csv,36.775406249999996,-50.284530555555556
CD-52381,01:52:14.6257,-52:19:33.184,K2V(e),4890.6,11.836,10.953,10.614,86.04,GLS of RVs | Inspect data,CD-52381_HARPS_RVBank_ver02.dat,CD-52381_HARPS_RVBank_ver02.csv,28.060940416666664,-52.32588444444445
CD-52862B,04:09:02.8742,-51:53:06.333,,5342.0,11.63,10.91,10.663,132.81,GLS of RVs | Inspect data,CD-52862B_HARPS_RVBank_ver02.dat,CD-52862B_HARPS_RVBank_ver02.csv,62.26197583333333,-51.8850925
CD-535815,15:02:54.1051,-54:12:51.500,,,10.94,9.72,9.345,797.13,GLS of RVs | Inspect data,CD-535815_HARPS_RVBank_ver02.dat,CD-535815_HARPS_RVBank_ver02.csv,225.72543791666664,-54.214305555555555
CD-535820,15:03:15.8333,-54:16:39.167,,4581.1,10.91,9.69,9.311,807.17,GLS of RVs | Inspect data,CD-535820_HARPS_RVBank_ver02.dat,CD-535820_HARPS_RVBank_ver02.csv,225.8159720833333,-54.27754638888889
CD-535829,15:03:50.0100,-54:14:30.313,,4851.9,11.33,10.26,9.958,788.71,GLS of RVs | Inspect data,CD-535829_HARPS_RVBank_ver02.dat,CD-535829_HARPS_RVBank_ver02.csv,225.95837499999996,-54.241753611111115
CD-536474,16:12:56.9036,-54:13:13.513,K2Ib,4100.0,10.595,8.753,8.109,2207.02,GLS of RVs | Inspect data,CD-536474_HARPS_RVBank_ver02.dat,CD-536474_HARPS_RVBank_ver02.csv,243.2370983333333,-54.22042027777778
CD-546002,15:04:30.5182,-54:35:48.846,,4817.1,11.51,10.47,10.155,809.19,GLS of RVs | Inspect data,CD-546002_HARPS_RVBank_ver02.dat,CD-546002_HARPS_RVBank_ver02.csv,226.12715916666664,-54.59690166666667
CD-546003,15:04:30.3797,-54:31:44.812,,4348.2,10.8,9.47,9.042,839.77,GLS of RVs | Inspect data,CD-546003_HARPS_RVBank_ver02.dat,CD-546003_HARPS_RVBank_ver02.csv,226.12658208333332,-54.529114444444446
CD-551709,07:10:31.2560,-55:58:18.712,,6511.5,10.66,10.24,10.1,,GLS of RVs | Inspect data,CD-551709_HARPS_RVBank_ver02.dat,CD-551709_HARPS_RVBank_ver02.csv,107.63023333333332,-55.97186444444445
CD-554911,13:01:34.8174,-56:05:30.907,Be,5099.4,10.47,9.95,9.71,1164.82,GLS of RVs | Inspect data,CD-554911_HARPS_RVBank_ver02.dat,CD-554911_HARPS_RVBank_ver02.csv,195.39507249999997,-56.09191861111111
CD-561068,05:01:40.3842,-56:48:16.913,,3943.3,10.52,8.91,8.141,843.31,GLS of RVs | Inspect data,CD-561068_HARPS_RVBank_ver02.dat,CD-561068_HARPS_RVBank_ver02.csv,75.41826749999998,-56.804698055555555
CD-561433,06:10:23.2853,-56:22:39.798,,6427.2,10.702,10.285,10.157,278.08,GLS of RVs | Inspect data,CD-561433_HARPS_RVBank_ver02.dat,CD-561433_HARPS_RVBank_ver02.csv,92.59702208333333,-56.377721666666666
CD-564581,12:39:37.9543,-57:31:40.595,G9V,5179.9,10.9,10.272,9.965,112.85,GLS of RVs | Inspect data,CD-564581_HARPS_RVBank_ver02.dat,CD-564581_HARPS_RVBank_ver02.csv,189.90814291666663,-57.52794305555555
CD-567708,19:25:58.5361,-56:33:36.497,G5V+DA1.0,5509.5,11.37,10.571,10.42,128.9,GLS of RVs | Inspect data,CD-567708_HARPS_RVBank_ver02.dat,CD-567708_HARPS_RVBank_ver02.csv,291.4939004166667,-56.560138055555555
CD-57105,00:31:54.0514,-56:57:54.359,,6371.6,10.432,9.974,9.799,177.86,GLS of RVs | Inspect data,CD-57105_HARPS_RVBank_ver02.dat,CD-57105_HARPS_RVBank_ver02.csv,7.9752141666666665,-56.96509972222223
CD-584411,12:09:41.8589,-58:54:45.061,K1Ve,3825.5,11.29,10.33,10.039,105.45,GLS of RVs | Inspect data,CD-584411_HARPS_RVBank_ver02.dat,CD-584411_HARPS_RVBank_ver02.csv,182.42441208333332,-58.91251694444444
CD-601144,05:20:25.3151,-59:53:44.463,,5189.4,11.59,10.7,10.578,102.26,GLS of RVs | Inspect data,CD-601144_HARPS_RVBank_ver02.dat,CD-601144_HARPS_RVBank_ver02.csv,80.10547958333332,-59.89568416666667
CD-601348,06:03:56.0652,-60:39:58.752,,5138.0,10.8,9.87,9.657,59.23,GLS of RVs | Inspect data,CD-601348_HARPS_RVBank_ver02.dat,CD-601348_HARPS_RVBank_ver02.csv,90.98360499999998,-60.66632
CD-60370,01:54:31.1974,-59:30:34.728,,5727.0,11.241,10.599,10.506,213.28,GLS of RVs | Inspect data,CD-60370_HARPS_RVBank_ver02.dat,CD-60370_HARPS_RVBank_ver02.csv,28.62998916666666,-59.50964666666667
CD-611276,06:07:11.9668,-61:59:48.895,K0V,5350.0,11.29,10.47,10.194,90.72,GLS of RVs | Inspect data,CD-611276_HARPS_RVBank_ver02.dat,CD-611276_HARPS_RVBank_ver02.csv,91.79986166666666,-61.99691527777778
CD-61970,04:50:46.5701,-60:54:19.617,,6065.0,10.893,10.286,10.238,263.21,GLS of RVs | Inspect data,CD-61970_HARPS_RVBank_ver02.dat,CD-61970_HARPS_RVBank_ver02.csv,72.69404208333331,-60.90544916666666
CD-691055,12:58:25.5840,-70:28:49.148,K0Ve,5095.6,10.77,9.992,9.651,94.41,GLS of RVs | Inspect data,CD-691055_HARPS_RVBank_ver02.dat,CD-691055_HARPS_RVBank_ver02.csv,194.6066,-70.48031888888889
CD-692101,23:31:00.7877,-69:05:10.837,K3V,4797.0,9.89,8.98,8.854,30.27,GLS of RVs | Inspect data,CD-692101_HARPS_RVBank_ver02.dat,CD-692101_HARPS_RVBank_ver02.csv,352.75328208333326,-69.0863436111111
CD-721700B,21:49:05.886,-72:06:07.77,,,12.24,11.03,,,GLS of RVs | Inspect data,CD-721700B_HARPS_RVBank_ver02.dat,CD-721700B_HARPS_RVBank_ver02.csv,327.274525,-72.10215833333332
CD-73118,02:40:51.2921,-73:26:13.811,,6015.3,10.28,9.8,9.691,243.32,GLS of RVs | Inspect data,CD-73118_HARPS_RVBank_ver02.dat,CD-73118_HARPS_RVBank_ver02.csv,40.21371708333333,-73.43716972222222
CD-74324,06:41:33.7904,-74:46:34.845,,5924.4,10.94,10.373,10.278,347.51,GLS of RVs | Inspect data,CD-74324_HARPS_RVBank_ver02.dat,CD-74324_HARPS_RVBank_ver02.csv,100.39079333333332,-74.77634583333334
CD-74712,12:39:21.2761,-75:02:39.186,K3Ve,4816.7,11.15,10.303,9.975,103.43,GLS of RVs | Inspect data,CD-74712_HARPS_RVBank_ver02.dat,CD-74712_HARPS_RVBank_ver02.csv,189.83865041666667,-75.04421833333333
CD-75878,16:13:38.6351,-76:16:11.971,,5584.8,9.96,9.32,9.177,118.72,GLS of RVs | Inspect data,CD-75878_HARPS_RVBank_ver02.dat,CD-75878_HARPS_RVBank_ver02.csv,243.41097958333324,-76.26999194444444
CD-7824,00:42:20.3144,-77:47:39.737,K3Ve,4580.2,11.41,10.189,9.831,49.67,GLS of RVs | Inspect data,CD-7824_HARPS_RVBank_ver02.dat,CD-7824_HARPS_RVBank_ver02.csv,10.58464333333333,-77.79437138888889
CD-8028,01:05:38.2158,-80:03:40.694,K2,5126.9,10.98,10.25,9.918,396.42,GLS of RVs | Inspect data,CD-8028_HARPS_RVBank_ver02.dat,CD-8028_HARPS_RVBank_ver02.csv,16.409232499999995,-80.06130388888889
CD-8480,07:30:59.4424,-84:19:27.688,G9V,5151.0,10.82,9.98,9.701,69.03,GLS of RVs | Inspect data,CD-8480_HARPS_RVBank_ver02.dat,CD-8480_HARPS_RVBank_ver02.csv,112.74767666666665,-84.32435777777778
EPIC202843085,16:43:17.8636,-28:09:42.862,,5744.0,12.559,11.901,11.709,788.83,GLS of RVs | Inspect data,EPIC202843085_HARPS_RVBank_ver02.dat,EPIC202843085_HARPS_RVBank_ver02.csv,250.82443166666664,-28.161906111111108
EPIC210558622,04:03:10.2793,+16:20:50.761,K7V,4430.4,,,11.999,100.22,GLS of RVs | Inspect data,EPIC210558622_HARPS_RVBank_ver02.dat,EPIC210558622_HARPS_RVBank_ver02.csv,60.79283041666665,16.34743361111111
EPIC210744674,04:23:26.1643,+19:01:39.005,,4496.4,14.35,13.32,12.906,514.75,GLS of RVs | Inspect data,EPIC210744674_HARPS_RVBank_ver02.dat,EPIC210744674_HARPS_RVBank_ver02.csv,65.85901791666666,19.027501388888886
EPIC210968143,03:56:36.5759,+22:28:21.529,K5V,4110.9,15.18,13.86,13.215,134.31,GLS of RVs | Inspect data,EPIC210968143_HARPS_RVBank_ver02.dat,EPIC210968143_HARPS_RVBank_ver02.csv,59.15239958333333,22.472646944444442
EPIC211359660,08:40:43.2795,+10:58:58.599,G9,5069.2,12.87,12.0,11.72,154.54,GLS of RVs | Inspect data,EPIC211359660_HARPS_RVBank_ver02.dat,EPIC211359660_HARPS_RVBank_ver02.csv,130.18033124999997,10.982944166666666
EPIC211647930,09:07:09.4325,+15:12:20.603,,5824.0,12.48,11.56,11.977,351.14,GLS of RVs | Inspect data,EPIC211647930_HARPS_RVBank_ver02.dat,EPIC211647930_HARPS_RVBank_ver02.csv,136.78930208333333,15.205723055555556
EPIC211730024,09:05:57.4722,+16:19:31.996,,6272.3,11.79,11.84,11.347,380.57,GLS of RVs | Inspect data,EPIC211730024_HARPS_RVBank_ver02.dat,EPIC211730024_HARPS_RVBank_ver02.csv,136.48946750000002,16.325554444444442
EPIC212428509,13:34:30.8397,-14:16:17.873,,,13.32,12.7,12.562,448.43,GLS of RVs | Inspect data,EPIC212428509_HARPS_RVBank_ver02.dat,EPIC212428509_HARPS_RVBank_ver02.csv,203.62849874999998,-14.27163138888889
EPIC212460519,13:34:11.1701,-13:34:36.969,K7V,4309.7,14.15,12.92,12.386,101.85,GLS of RVs | Inspect data,EPIC212460519_HARPS_RVBank_ver02.dat,EPIC212460519_HARPS_RVBank_ver02.csv,203.5465420833333,-13.576935833333334
EPIC212469831,13:28:16.5037,-13:22:46.490,,5367.0,14.416,13.782,13.582,549.09,GLS of RVs | Inspect data,EPIC212469831_HARPS_RVBank_ver02.dat,EPIC212469831_HARPS_RVBank_ver02.csv,202.06876541666662,-13.379580555555556
EPIC212572439,13:37:45.6201,-11:11:33.271,K2V,4947.8,14.14,13.18,13.04,291.19,GLS of RVs | Inspect data,EPIC212572439_HARPS_RVBank_ver02.dat,EPIC212572439_HARPS_RVBank_ver02.csv,204.44008374999999,-11.192575277777777
EPIC212585579,13:39:15.7856,-10:54:25.141,,5838.0,13.41,12.81,12.663,451.94,GLS of RVs | Inspect data,EPIC212585579_HARPS_RVBank_ver02.dat,EPIC212585579_HARPS_RVBank_ver02.csv,204.8157733333333,-10.906983611111112
EPIC212627712,13:17:43.7391,-09:57:30.880,,5911.7,14.296,13.45,13.492,,GLS of RVs | Inspect data,EPIC212627712_HARPS_RVBank_ver02.dat,EPIC212627712_HARPS_RVBank_ver02.csv,199.43224625,-9.958577777777776
EPIC212645891,14:01:05.5232,-09:32:24.356,,5543.0,13.46,12.73,12.564,402.79,GLS of RVs | Inspect data,EPIC212645891_HARPS_RVBank_ver02.dat,EPIC212645891_HARPS_RVBank_ver02.csv,210.27301333333332,-9.540098888888888
EPIC212658818,13:12:58.2794,-09:14:27.266,,5179.0,13.106,12.263,12.073,241.76,GLS of RVs | Inspect data,EPIC212658818_HARPS_RVBank_ver02.dat,EPIC212658818_HARPS_RVBank_ver02.csv,198.2428308333333,-9.240907222222221
EPIC212735333,13:29:34.4832,-07:22:26.372,,5440.2,12.88,12.16,11.985,249.3,GLS of RVs | Inspect data,EPIC212735333_HARPS_RVBank_ver02.dat,EPIC212735333_HARPS_RVBank_ver02.csv,202.39367999999996,-7.373992222222221
EPIC212757004,13:44:31.5234,-06:47:06.511,,5672.0,,,12.137,673.36,GLS of RVs | Inspect data,EPIC212757004_HARPS_RVBank_ver02.dat,EPIC212757004_HARPS_RVBank_ver02.csv,206.13134749999998,-6.785141944444445
EPIC219388192,19:17:34.0314,-16:52:17.793,,5365.0,13.28,12.54,12.35,306.47,GLS of RVs | Inspect data,EPIC219388192_HARPS_RVBank_ver02.dat,EPIC219388192_HARPS_RVBank_ver02.csv,289.3917975,-16.871609166666666
EPIC219409830,19:13:43.3439,-16:49:11.053,,5418.7,13.07,12.35,12.269,310.69,GLS of RVs | Inspect data,EPIC219409830_HARPS_RVBank_ver02.dat,EPIC219409830_HARPS_RVBank_ver02.csv,288.4305995833333,-16.819736944444443
EPIC219503117,19:16:59.4110,-16:35:27.118,,5441.3,,12.5,12.416,304.43,GLS of RVs | Inspect data,EPIC219503117_HARPS_RVBank_ver02.dat,EPIC219503117_HARPS_RVBank_ver02.csv,289.2475458333333,-16.59086611111111
EPIC219661601,19:13:41.2687,-16:10:20.166,,,12.66,11.98,11.808,309.04,GLS of RVs | Inspect data,EPIC219661601_HARPS_RVBank_ver02.dat,EPIC219661601_HARPS_RVBank_ver02.csv,288.4219529166666,-16.172268333333335
EPIC219722212,19:15:21.4167,-16:00:10.690,,5140.2,13.72,12.9,12.757,311.06,GLS of RVs | Inspect data,EPIC219722212_HARPS_RVBank_ver02.dat,EPIC219722212_HARPS_RVBank_ver02.csv,288.83923625,-16.002969444444446
EPIC246193072,23:24:32.4760,-05:09:50.728,,5076.6,,,12.437,233.0,GLS of RVs | Inspect data,EPIC246193072_HARPS_RVBank_ver02.dat,EPIC246193072_HARPS_RVBank_ver02.csv,351.1353166666666,-5.164091111111111
GJ1001,00:04:36.4375,-40:44:02.880,M4V,,14.47,12.84,11.51,12.31,GLS of RVs | Inspect data,GJ1001_HARPS_RVBank_ver02.dat,GJ1001_HARPS_RVBank_ver02.csv,1.1518229166666665,-40.73413333333333
GJ1002,00:06:43.1973,-07:32:17.019,M5.5V,,,13.837,11.774,4.85,GLS of RVs | Inspect data,GJ1002_HARPS_RVBank_ver02.dat,GJ1002_HARPS_RVBank_ver02.csv,1.67998875,-7.538060833333334
GJ1008,00:19:05.5623,-09:57:53.468,M0V,,11.246,9.897,9.317,20.21,GLS of RVs | Inspect data,GJ1008_HARPS_RVBank_ver02.dat,GJ1008_HARPS_RVBank_ver02.csv,4.773176249999999,-9.964852222222222
GJ1009,00:21:56.0446,-31:24:21.810,M1.5,3800.0,12.635,11.13,10.188,18.03,GLS of RVs | Inspect data,GJ1009_HARPS_RVBank_ver02.dat,GJ1009_HARPS_RVBank_ver02.csv,5.483519166666666,-31.40605833333333
GJ100,02:29:01.7272,-19:58:45.052,K4.5Vk,,9.928,8.767,8.394,19.38,GLS of RVs | Inspect data,GJ100_HARPS_RVBank_ver02.dat,GJ100_HARPS_RVBank_ver02.csv,37.25719666666666,-19.97918111111111
